V_Seg_64,PtCount,871,Angle,89.9952,Min_pt,0.246225,Max_pt,1.41912
V_Seg_65,PtCount,982,Angle,90.0439,Min_pt,0.072103,Max_pt,1.41913
V_Seg_66,PtCount,1403,Angle,90.0295,Min_pt,0.062832,Max_pt,1.42
V_Seg_67,PtCount,504,Angle,90.0815,Min_pt,0.071973,Max_pt,1.41654
V_Seg_68,PtCount,1348,Angle,90.0592,Min_pt,0.050939,Max_pt,1.41366
V_Seg_69,PtCount,1601,Angle,90.014,Min_pt,-1.01207,Max_pt,-0.493595
V_Seg_70,PtCount,774,Angle,89.9878,Min_pt,0.412026,Max_pt,1.41865
V_Seg_71,PtCount,1391,Angle,90.2158,Min_pt,-1.01881,Max_pt,-0.48286
V_Seg_72,PtCount,778,Angle,89.9564,Min_pt,0.248113,Max_pt,1.41985
V_Seg_73,PtCount,950,Angle,89.7475,Min_pt,-0.81583,Max_pt,-0.497841
V_Seg_75,PtCount,688,Angle,90.0335,Min_pt,0.086503,Max_pt,1.41812
V_Seg_76,PtCount,2223,Angle,89.8853,Min_pt,-1.08268,Max_pt,-0.420071
V_Seg_77,PtCount,1264,Angle,90.2914,Min_pt,-0.895798,Max_pt,-0.502647
V_Seg_79,PtCount,797,Angle,89.8583,Min_pt,0.24104,Max_pt,1.41829
V_Seg_81,PtCount,568,Angle,89.0568,Min_pt,-1.05075,Max_pt,-0.54229
V_Seg_83,PtCount,568,Angle,89.8776,Min_pt,0.331596,Max_pt,0.629656
V_Seg_84,PtCount,2097,Angle,89.7873,Min_pt,0.354093,Max_pt,0.636879
V_Seg_85,PtCount,1662,Angle,90.2255,Min_pt,0.330288,Max_pt,0.644441
V_Seg_86,PtCount,1251,Angle,90.3141,Min_pt,-0.977301,Max_pt,-0.53416
V_Seg_87,PtCount,694,Angle,89.716,Min_pt,0.358162,Max_pt,1.42007
V_Seg_88,PtCount,659,Angle,90.6332,Min_pt,0.305018,Max_pt,0.636518
V_Seg_89,PtCount,3477,Angle,89.936,Min_pt,-1.08762,Max_pt,-0.357187
V_Seg_91,PtCount,663,Angle,90.0064,Min_pt,-0.967337,Max_pt,-0.523215
V_Seg_93,PtCount,1647,Angle,90.1619,Min_pt,-0.990048,Max_pt,-0.535222
V_Seg_96,PtCount,729,Angle,90.0161,Min_pt,0.413575,Max_pt,1.41946
V_Seg_97,PtCount,1720,Angle,88.197,Min_pt,-0.91625,Max_pt,-0.134365
V_Seg_98,PtCount,1182,Angle,90.7337,Min_pt,-0.807134,Max_pt,-0.393148
V_Seg_107,PtCount,529,Angle,107.664,Min_pt,-0.556605,Max_pt,-0.344466
V_Seg_108,PtCount,1233,Angle,89.0283,Min_pt,-1.05639,Max_pt,-0.541809
V_Seg_110,PtCount,1161,Angle,89.8289,Min_pt,-0.975274,Max_pt,-0.718412
V_Seg_121,PtCount,562,Angle,92.7803,Min_pt,-1.03388,Max_pt,-0.709873
V_Seg_122,PtCount,1121,Angle,91.241,Min_pt,-0.17421,Max_pt,0.751943
V_Seg_125,PtCount,2018,Angle,89.6859,Min_pt,-0.256977,Max_pt,0.730844
V_Seg_126,PtCount,1845,Angle,89.7061,Min_pt,-0.152588,Max_pt,0.725841
V_Seg_132,PtCount,2729,Angle,90.0855,Min_pt,-0.06745,Max_pt,0.289281
V_Seg_133,PtCount,676,Angle,90.0305,Min_pt,-0.059817,Max_pt,0.288675
V_Seg_134,PtCount,3238,Angle,90.0836,Min_pt,-0.354661,Max_pt,0.207107
V_Seg_135,PtCount,871,Angle,103.638,Min_pt,-0.216359,Max_pt,0.024297
V_Seg_136,PtCount,838,Angle,85.3285,Min_pt,-0.222629,Max_pt,0.016367
V_Seg_137,PtCount,857,Angle,90.8417,Min_pt,-0.237588,Max_pt,0.025744
V_Seg_138,PtCount,1248,Angle,89.3121,Min_pt,-0.271273,Max_pt,0.024939
V_Seg_139,PtCount,808,Angle,89.2412,Min_pt,-0.221309,Max_pt,0.025523
V_Seg_140,PtCount,508,Angle,89.2433,Min_pt,-0.943148,Max_pt,-0.524718
