V_Seg_1,PtCount,617,Angle,90.5702,Min_pt,0.805654,Max_pt,1.34746,Other,0.541806
V_Seg_2,PtCount,610,Angle,90.0499,Min_pt,0.778706,Max_pt,2.54503,Other,1.76633
V_Seg_3,PtCount,4070,Angle,89.9877,Min_pt,0.811331,Max_pt,2.50434,Other,1.69301
V_Seg_4,PtCount,6555,Angle,90.0766,Min_pt,0.057657,Max_pt,2.55066,Door
V_Seg_6,PtCount,8598,Angle,90.1464,Min_pt,0.745612,Max_pt,2.51186,Other,1.76625
V_Seg_7,PtCount,575,Angle,90.682,Min_pt,0.825591,Max_pt,1.34753,Other,0.521936
V_Seg_8,PtCount,2376,Angle,90.038,Min_pt,1.19059,Max_pt,2.55162,Other,1.36103
